name_th,name_en,provider,network_suggested,connector_summary,address,province_th,lat,lon,style,source_url
บางจาก เมืองกาฬสินธุ์,,PEA,PEA VOLTA,"33, 33/9 ถนน ถีนานนท์ 9 ถนน ถีนานนท์ กาฬสินธุ์ อำเภอเมืองกาฬสินธุ์ กาฬสินธุ์ 46000 PEA VOLTA บางจาก เมืองกาฬสินธุ์ #1",,,16.44244576,103.51954651,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก มหาสารคาม (แยกแก่งเลิงจาน),,PEA,PEA VOLTA,ตำบล แก่งเลิงจาน อำเภอเมืองมหาสารคาม มหาสารคาม 44000 PEA VOLTA บางจาก มหาสารคาม (แยกแก่งเลิงจาน) #1,,,16.16606712,103.28245544,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองสุโขทัย,,PEA,PEA VOLTA,41/3 หมู่ 2 ถนนจรดวิถีถ่อง ตำบลปากแคว อำเภอเมืองสุโขทัย สุโขทัย 64000 PEA VOLTA บางจาก เมืองสุโขทัย #1,,,17.03954315,99.82302094,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองอุบลราชธานี (ในเมือง),,PEA,PEA VOLTA,258 ถ. แจ้งสนิท ตำบล ในเมือง อำเภอเมืองอุบลราชธานี อุบลราชธานี 34000 PEA VOLTA บางจาก เมืองอุบลราชธานี (ในเมือง) #1,,,15.25376225,104.8373642,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองอุบลราชธานี (หนองขอน),,PEA,PEA VOLTA,274 หมู่ 2 ถนนสายอุบล-ตระการ ตำบลไร่น้อย อำเภอเมืองอุบลราชธานี อุบลราชธานี 34000 PEA VOLTA บางจาก เมืองอุบลราชธานี (หนองขอน) #1,,,15.30442905,104.7590332,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก แม่สอด,,PEA,PEA VOLTA,ตำบล แม่สอด อำเภอแม่สอด ตาก 63110 PEA VOLTA บางจาก แม่สอด #1,,,16.72518921,98.59481049,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองพัทลุง,,PEA,PEA VOLTA,4 หมู่ 1 เขาเจียก เมือง พัทลุง 93000 PEA VOLTA บางจาก เมืองพัทลุง #1,,,7.61435795,100.05102539,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก ท่าวุ้ง,,PEA,PEA VOLTA,346 หมู่ 1 ถนนสายสิงห์บุรี-ลพบุรี ตำบลท่าวุ้ง อำเภอท่าวุ้ง ลพบุรี 15150 PEA VOLTA บางจาก ท่าวุ้ง #1,,,14.81724644,100.50871277,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก ไชโย,,PEA,PEA VOLTA,66/7 ม.1 ต ตำบล จรเข้ร้อง อำเภอไชโย อ่างทอง PEA VOLTA บางจาก ไชโย #1,,,14.66522598,100.47261047,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สะเดา (พังลา),,PEA,PEA VOLTA,300/25 หมู่ที่5 ตำบล พังลา อำเภอสะเดา สงขลา 90170 PEA VOLTA สะเดา (พังลา) #2,,,6.82061911,100.45912933,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองสงขลา,,PEA,PEA VOLTA,ตำบลพะวง อำเภอเมืองสงขลา สงขลา 90100 PEA VOLTA เมืองสงขลา #2,,,7.14549303,100.56394958,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองสตูล,,PEA,PEA VOLTA,ตำบล ควนโพธิ์ อำเภอเมืองสตูล สตูล 91140 PEA VOLTA บางจาก เมืองสตูล #1,,,6.74583387,100.03443909,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก ท่าใหม่ ขาเข้า กม.307,,PEA,PEA VOLTA,61/4 หมู่ 3 ถนนสุขุมวิท ตำบลทุ่งเบญจา อำเภอท่าใหม่ จันทบุรี 22170 PEA VOLTA บางจาก ท่าใหม่ ขาเข้า กม.307 #1,,,12.71715832,101.9769516,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
กระบุรี,,PEA,PEA VOLTA,ตำบล ปากจั่น อำเภอ กระบุรี ระนอง 85110 PEA VOLTA กระบุรี #1,,,10.50767136,98.82497406,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
กะเปอร์,,PEA,PEA VOLTA,"Lot 1, 127 ถ. เพชรเกษม ตำบล กะเปอร์ อำเภอ กะเปอร์ ระนอง 85120 PEA VOLTA กะเปอร์ #1",,,9.58308697,98.5918808,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองระนอง,,PEA,PEA VOLTA,6 202 หมู่ที่ 1 ถ. เพชรเกษม ตำบล บางนอน อำเภอเมืองระนอง ระนอง 85000 PEA VOLTA เมืองระนอง #1,,,10.00257015,98.65674591,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ป่าบอน,,PEA,PEA VOLTA,205 ตำบล ป่าบอน อำเภอ ป่าบอน พัทลุง 93170 PEA VOLTA ป่าบอน #1,,,7.26668882,100.17304993,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก กระทุ่มแบน,,PEA,PEA VOLTA,8/11 หมู่ 6 ถ. เพชรเกษม ตำบลอ้อมน้อย อำเภอกระทุ่มแบน สมุทรสาคร 74130 PEA VOLTA บางจาก กระทุ่มแบน #1,,,13.70516682,100.30725098,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก พานทอง,,PEA,PEA VOLTA,หมู่ที่ 1 105 ตำบล บ้านเก่า อำเภอพานทอง ชลบุรี 20160 PEA VOLTA บางจาก พานทอง #1,,,13.45387077,101.02370453,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองสมุทรสาคร,,PEA,PEA VOLTA,99/1 ต.นาโคก อ.เมืองสมุทรสาคร สมุทรสาคร 74000 PEA VOLTA บางจาก เมืองสมุทรสาคร #2,,,13.4669733,100.10474396,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก ชะอำ ขาเข้า (กม.188),,PEA,PEA VOLTA,"719, 52 ถ. เพชรเกษม ตำบล เขาใหญ่ อำเภอชะอำ เพชรบุรี 76120 PEA VOLTA บางจาก ชะอำ ขาเข้า (กม.188) #2",,,12.81254196,99.94229126,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก ทุ่งใหญ่,,PEA,PEA VOLTA,ตำบล ทุ่งใหญ่ อำเภอ ทุ่งใหญ่ นครศรีธรรมราช 80240 PEA VOLTA บางจาก ทุ่งใหญ่ #2,,,8.37022209,99.41673279,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก ถลาง,,PEA,PEA VOLTA,ตำบล ไม้ขาว อำเภอถลาง ภูเก็ต 83110 PEA VOLTA บางจาก ถลาง #1,,,7.98455,98.35947418,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก บางกล่ำ,,PEA,PEA VOLTA,250 ตำบล ท่าช้าง อำเภอบางกล่ำ สงขลา 90110 PEA VOLTA บางจาก บางกล่ำ #1,,,7.02336311,100.40480804,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สถานีโดมินิค คาร์วอซ บางแสน,,PEA,PEA VOLTA,578 5 ถ. สุขุมวิท ตำบลแสนสุข อำเภอเมืองชลบุรี ชลบุรี 20130 สถานีโดมินิค คาร์วอซ บางแสน (เครือข่าย PEA VOLTA),,,13.26145077,100.93330383,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก สบปราบ,,PEA,PEA VOLTA,เลขที่ 149 หมู่ 15 149 ตำบล สบปราบ อำเภอสบปราบ ลำปาง 52170 PEA VOLTA บางจาก สบปราบ #1,,,17.90246201,99.34094238,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองนครศรีธรรมราช (อ้อมค่าย),,PEA,PEA VOLTA,"30 25, ตำบล ปากพูน เมือง, นครศรีธรรมราช 80000 PEA VOLTA บางจาก เมืองนครศรีธรรมราช (อ้อมค่าย) #1",,,8.45973206,99.96481323,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองสระบุรี (บีอเวนิว),,PEA,PEA VOLTA,510 43 ถ. พหลโยธิน ตำบล ปากเพรียว อำเภอเมือง สระบุรี 18000 PEA VOLTA บางจาก เมืองสระบุรี (บี5 อเวนิว) #1,,,14.5396843,100.91047668,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก ลำลูกกา,,PEA,PEA VOLTA,ทางหลวง3004 ลำลูกกาคลอง7-ธัญบุรี ตำบล บึงคำพร้อย อำเภอลำลูกกา ปทุมธานี (ปิดปรับปรุงสถานี วันที่ 8 ตุลาคม 2567) PEA VOLTA บางจาก ลำลูกกา #1,,,13.93445969,100.74487305,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก ศรีราชา กม.,,PEA,PEA VOLTA,เทศบาลนครแหลมฉบัง อำเภอบางละมุง ชลบุรี PEA VOLTA บางจาก ศรีราชา กม.4 #1,,,13.12040138,101.02589417,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก บางน้ำเปรี้ยว,,PEA,PEA VOLTA,5/5 หมู่ 2 ตำบลหมอนทอง อำเภอบางน้ำเปรี้ยว ฉะเชิงเทรา 24150 PEA VOLTA บางจาก บางน้ำเปรี้ยว #1,,,13.87193966,101.04439545,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก บางปะหัน,,PEA,PEA VOLTA,"46 หมู่ 4 สายเอเซีย กม.39, อำเภอบางปะหัน PEA VOLTA บางจาก บางปะหัน #1",,,14.49155426,100.5246048,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองกระบี่ กม.949,,PEA,PEA VOLTA,169/1 หมู่ 4 ตำบลเขาคราม อำเภอเมืองกระบี่ กระบี่ 81000 PEA VOLTA บางจาก เมืองกระบี่ กม.949 #1,,,8.26291084,98.80643463,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองขอนแก่น (ถ.มะลิวัลย์),,PEA,PEA VOLTA,298 ถนนมลิวรรณ ตำบลบ้านเป็ด อำเภอเมืองขอนแก่น ขอนแก่น 40000 PEA VOLTA บางจาก เมืองขอนแก่น (ถ.มะลิวัลย์) #1,,,16.44989014,102.75696564,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองเชียงราย,,PEA,PEA VOLTA,ตำบลสันทราย อำเภอเมืองเชียงราย เชียงราย 57000 PEA VOLTA บางจาก เมืองเชียงราย #1,,,19.83996773,99.79504395,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงดาว,,PEA,PEA VOLTA,429 หมู่ 1 ตำบล แม่นะ อำเภอเชียงดาว เชียงใหม่ 50170 PEA VOLTA เชียงดาว #1,,,19.34524155,98.96035767,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก นาวัง,,PEA,PEA VOLTA,99 หมู่ 6 ตำบลเทพคีรี อำเภอ นาวัง หนองบัวลำภู 39170 PEA VOLTA บางจาก นาวัง #1,,,17.32109261,102.10904694,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
หัวหิน,,PEA,PEA VOLTA,2/7 ถ.เพชรเกษม ต.หนองแก อ.หัวหิน จ.ประจวบคีรีขันธ์ 77110 Tel: 0-3251-2215  Fax :  PEA VOLTA หัวหิน #1,,,12.55186462,99.96103668,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สถานีชาร์จ พาข้าวโคราช,,PEA,PEA VOLTA,ห้างสรรพสินค้า พาข้าวโคราช 399 ถนนมิตรภาพ-หนองคาย ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 (ร่วมเครือข่าย PEA VOLTA) สถานีชาร์จ พาข้าวโคราช #1 (เครือข่าย PEA VOLTA),,,14.98742294,102.09421539,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
