source_project,source_file,source_date_be,area_type,province_code,province,area_code,area_name,male,female,population,households
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4667,ท้องถิ่นเทศบาลตำบลอิตื้อ,4106,4328,8434,2624
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4669,ท้องถิ่นเทศบาลตำบลหัวนาคำ,5908,6213,12121,3932
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4670,ท้องถิ่นเทศบาลตำบลบัวบาน,6140,6510,12650,4666
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4671,ท้องถิ่นเทศบาลตำบลนาขาม,6355,6479,12834,3593
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4672,ท้องถิ่นเทศบาลตำบลลำคลอง,2028,2174,4202,1398
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4673,ท้องถิ่นเทศบาลตำบลคำบง,5119,5118,10237,3145
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4674,ท้องถิ่นเทศบาลตำบลสระพังทอง,1350,1353,2703,1055
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4675,ท้องถิ่นเทศบาลตำบลห้วยโพธิ์,5726,5884,11610,3584
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4676,ท้องถิ่นเทศบาลตำบลนาคู,2408,2652,5060,2006
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4677,ท้องถิ่นเทศบาลตำบลห้วยผึ้ง,2693,2835,5528,2388
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4678,ท้องถิ่นเทศบาลตำบลสมเด็จ,3095,3369,6464,3513
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4679,ท้องถิ่นเทศบาลตำบลหนองหิน,2577,2639,5216,1716
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4680,ท้องถิ่นเทศบาลตำบลหนองกุงศรี,4247,4429,8676,3640
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4681,ท้องถิ่นเทศบาลตำบลท่าคันโท,4398,4569,8967,3160
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4682,ท้องถิ่นเทศบาลตำบลโพน,1842,1872,3714,1163
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4683,ท้องถิ่นเทศบาลตำบลคำม่วง,1912,1965,3877,1827
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4684,ท้องถิ่นเทศบาลตำบลโนนบุรี,2384,2631,5015,2163
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4685,ท้องถิ่นเทศบาลตำบลห้วยเม็ก,2678,2832,5510,2388
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4686,ท้องถิ่นเทศบาลตำบลคำใหญ่,2414,2498,4912,1719
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4687,ท้องถิ่นเทศบาลตำบลยางตลาด,3721,4262,7983,4008
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4688,ท้องถิ่นเทศบาลตำบลโคกศรี,1488,1608,3096,1362
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4689,ท้องถิ่นเทศบาลตำบลกุดสิม,4705,4932,9637,4683
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4690,ท้องถิ่นเทศบาลเมืองกุฉินารายณ์,5364,5602,10966,5236
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4691,ท้องถิ่นเทศบาลตำบลกุดหว้า,2432,2666,5098,2144
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4692,ท้องถิ่นเทศบาลตำบลร่องคำ,2867,3025,5892,2355
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4693,ท้องถิ่นเทศบาลตำบลหนองแปน,3184,3497,6681,2327
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4694,ท้องถิ่นเทศบาลตำบลธัญญา,3046,3164,6210,1774
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4695,ท้องถิ่นเทศบาลตำบลกมลาไสย,4449,4997,9446,3886
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4696,ท้องถิ่นเทศบาลตำบลนามน,3316,3402,6718,2503
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4697,ท้องถิ่นเทศบาลตำบลหนองสอ,3457,3739,7196,2426
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4698,ท้องถิ่นเทศบาลตำบลนาจารย์,4119,4159,8278,2649
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4699,ท้องถิ่นเทศบาลเมืองกาฬสินธุ์,14587,16078,30665,16926
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4701,อำเภอเมืองสกลนคร,56567,58407,114974,45871
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4702,อำเภอกุสุมาลย์,21665,21887,43552,14883
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4703,อำเภอกุดบาก,13727,13523,27250,9751
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4704,อำเภอพรรณานิคม,38018,38701,76719,28576
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4705,อำเภอพังโคน,22381,23076,45457,18583
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4706,อำเภอวาริชภูมิ,17416,18033,35449,13047
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4707,อำเภอนิคมน้ำอูน,7326,7360,14686,4829
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4708,อำเภอวานรนิวาส,59709,60511,120220,36964
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4709,อำเภอคำตากล้า,16157,16423,32580,12220
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4710,อำเภอบ้านม่วง,33557,33253,66810,21431
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4711,อำเภออากาศอำนวย,26992,26838,53830,20461
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4712,อำเภอสว่างแดนดิน,62632,63750,126382,39433
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4713,อำเภอส่องดาว,14930,14587,29517,8073
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4714,อำเภอเต่างอย,11972,11944,23916,9314
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4715,อำเภอโคกศรีสุพรรณ,10629,10848,21477,8043
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4716,อำเภอเจริญศิลป์,19138,19030,38168,11340
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4717,อำเภอโพนนาแก้ว,18326,18355,36681,12551
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4718,อำเภอภูพาน,17921,17681,35602,11146
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4779,ท้องถิ่นเทศบาลตำบลคำบ่อ,6643,6866,13509,4358
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4780,ท้องถิ่นเทศบาลตำบลตองโขบ,6181,6388,12569,6046
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4781,ท้องถิ่นเทศบาลตำบลบงใต้,5071,5032,10103,3188
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4782,ท้องถิ่นเทศบาลตำบลสามัคคีพัฒนา,4457,4509,8966,2558
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4783,ท้องถิ่นเทศบาลตำบลเชียงเครือ,7853,8164,16017,6504
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4784,ท้องถิ่นเทศบาลตำบลเจริญศิลป์,3240,3408,6648,2480
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4785,ท้องถิ่นเทศบาลตำบลส่องดาว,2430,2444,4874,1738
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4786,ท้องถิ่นเทศบาลตำบลสว่างแดนดิน,3787,4186,7973,5121
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4787,ท้องถิ่นเทศบาลตำบลดอนเขือง,1999,2059,4058,1347
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4788,ท้องถิ่นเทศบาลตำบลอากาศอำนวย,4204,4450,8654,3182
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4789,ท้องถิ่นเทศบาลตำบลบ้านม่วง,1664,1802,3466,1603
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4790,ท้องถิ่นเทศบาลตำบลคำตากล้า,3423,3531,6954,2439
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4791,ท้องถิ่นเทศบาลตำบลวานรนิวาส,2567,2837,5404,2447
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4792,ท้องถิ่นเทศบาลตำบลวาริชภูมิ,1270,1335,2605,1434
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4793,ท้องถิ่นเทศบาลตำบลพังโคน,3066,3206,6272,4212
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4794,ท้องถิ่นเทศบาลตำบลพรรณานิคม,1096,1245,2341,1504
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4795,ท้องถิ่นเทศบาลตำบลกุดบาก,2433,2579,5012,2030
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4796,ท้องถิ่นเทศบาลตำบลกุสุมาลย์,1931,2045,3976,1819
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4797,ท้องถิ่นเทศบาลตำบลท่าแร่,2988,3306,6294,2377
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4798,ท้องถิ่นเทศบาลตำบลดงมะไฟ,2676,3027,5703,2359
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,47,สกลนคร,4799,ท้องถิ่นเทศบาลนครสกลนคร,23744,25679,49423,30666
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,48,นครพนม,4801,อำเภอเมืองนครพนม,58159,58055,116214,38773
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,48,นครพนม,4802,อำเภอปลาปาก,25184,24903,50087,17175
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,48,นครพนม,4803,อำเภอท่าอุเทน,27222,27047,54269,16737
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,48,นครพนม,4804,อำเภอบ้านแพง,13206,13083,26289,8844
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,48,นครพนม,4805,อำเภอธาตุพนม,35159,35825,70984,23288
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,48,นครพนม,4806,อำเภอเรณูนคร,20448,20456,40904,13744
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,48,นครพนม,4807,อำเภอนาแก,35451,36023,71474,22966
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,48,นครพนม,4808,อำเภอศรีสงคราม,31760,32245,64005,20433
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,48,นครพนม,4809,อำเภอนาหว้า,19745,19737,39482,14235
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,48,นครพนม,4810,อำเภอโพนสวรรค์,26207,26288,52495,17914
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,48,นครพนม,4811,อำเภอนาทม,11790,11764,23554,8069
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,48,นครพนม,4812,อำเภอวังยาง,7924,7751,15675,5101
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,48,นครพนม,4890,ท้องถิ่นเทศบาลตำบลปลาปาก,1878,1985,3863,1694
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,48,นครพนม,4891,ท้องถิ่นเทศบาลตำบลโพนสวรรค์,2626,2641,5267,1981
